Gene name	Macaque gene name	Macaque homology type
RDH13		ortholog_one2many
		
DPPA2P4		
NUP93-DT		
CRYM	CRYM	ortholog_one2one
		
TMEM121	TMEM121	ortholog_one2one
		
		
		
RNU7-54P	U7	ortholog_one2one
		
ATP5MC1P1		
ELK2BP		
HILPDA		
MTFR1	MTFR1	ortholog_one2one
IGHA2		ortholog_one2many
		
		
METTL2B		
IGHE	IGHE	ortholog_one2one
IGHG4		ortholog_many2many
IGHG4		ortholog_many2many
		
TP53I11	TP53I11	ortholog_one2one
IGSF6	IGSF6	ortholog_one2one
ZNF528	ZNF528	ortholog_one2one
MIR8071-1		
IGHG2		ortholog_many2many
IGHG2		ortholog_many2many
RARS1	RARS1	ortholog_one2one
RNU6-1005P	U6	ortholog_one2one
RNU6-196P	U6	ortholog_one2one
		
		
SMG1P4		
Metazoa_SRP		
		
		
RNA5SP395		
MIR548O		
		
		
ALKBH4	ALKBH4	ortholog_one2one
MIR8071-2		
COPDA1		
USP50	USP50	ortholog_one2one
BEGAIN	BEGAIN	ortholog_one2one
LRWD1	LRWD1	ortholog_one2one
		
RTN2	RTN2	ortholog_one2one
CROCCP5		
		
		
MATN1	MATN1	ortholog_one2one
UQCRC2		ortholog_one2many
UQCRC2	UQCRC2	ortholog_one2many
		
		
		
TAS1R2	TAS1R2	ortholog_one2one
KNOP1P5		
TRPM7	TRPM7	ortholog_one2one
		
AADACL3	AADACL3	ortholog_one2one
COL22A1	COL22A1	ortholog_one2one
LRRC37A12P		
		
EXTL1	EXTL1	ortholog_one2one
		
ATP8A1	ATP8A1	ortholog_one2one
VASH1-DT		
		
VASH1	VASH1	ortholog_one2one
CD300E	CD300E	ortholog_one2one
SPA17	SPA17	ortholog_one2one
MIR5090		
MIR4467		
RASA4B		ortholog_one2many
SEPTIN10	SEPTIN10	ortholog_one2one
WBP1LP7		
		
		
		
CASZ1	CASZ1	ortholog_one2one
ZBED8	ZBED8	ortholog_one2one
EHF	EHF	ortholog_one2one
		
RPL10P9		
ARGFXP1		
		
PPP2CA-DT		
		
VASH1-AS1		
		
STRADA	STRADA	ortholog_one2one
ANGEL1	ANGEL1	ortholog_one2one
CXXC5	CXXC5	ortholog_one2one
		
RPL22P2		
		
RN7SKP17		
GAPDHP71		
		
		
		
RN7SL356P		
		
AGMAT	AGMAT	ortholog_one2one
IRF2BPL		
		
		
		
LINC02288		
		
		
		
LINC02289		
KIF20A	KIF20A	ortholog_one2one
		
		
		
		
		
ZNF285B		
UQCRFS1		ortholog_one2many
UQCRFS1		ortholog_one2many
POLR2J3		ortholog_one2many
CLEC3B	CLEC3B	ortholog_one2one
LRRC74A	LRRC74A	ortholog_one2one
DPPA5P1		
MLLT10	MLLT10	ortholog_one2one
FAAP20		
PSG11		ortholog_one2many
ACTG1P18		
		
DLX2-DT		
		
RAP1BP2		
		
		
		
		
		
RN7SL366P	Metazoa_SRP	ortholog_one2one
		
		
METAP1D	METAP1D	ortholog_one2one
TPRKBP2		
		
		
		ortholog_one2one
LPXN	LPXN	ortholog_one2one
		
RNY1P10	Y_RNA	ortholog_one2one
GAPDHP35		
		
		
		
MICC		
SBK1	SBK1	ortholog_one2one
		
NT5DC2	NT5DC2	ortholog_one2one
TMPOP1		
SUCLA2P1		
RANP1		
HLA-E	MAMU-E	ortholog_one2one
		
		
SLC6A16	SLC6A16	ortholog_one2one
NPIPB6		ortholog_one2many
SCN4B	SCN4B	ortholog_one2one
		
		
		
MIR6862-1		
CDC37P2		
RN7SL354P	Metazoa_SRP	ortholog_one2one
		
SPPL2A		
		
		ortholog_one2many
CBY1P1		
G3BP1P1		
PTK2	PTK2	ortholog_one2one
		
CKB	CKB	ortholog_one2one
ZC3H15	ZC3H15	ortholog_one2one
		
		
NNMT	NNMT	ortholog_one2one
		
LRTM2	LRTM2	ortholog_one2one
		ortholog_one2many
TMED7-TICAM2	TICAM2	ortholog_one2one
UPK3BL1		ortholog_one2many
LINC02569		
PRR3	PRR3	ortholog_one2one
COPB1	COPB1	ortholog_one2one
		ortholog_one2many
NAMPTP2		
NPIPB7		ortholog_one2many
OCIAD1	OCIAD1	ortholog_one2one
FAM174A	FAM174A	ortholog_one2one
POLR2J2		
DNALI1	DNALI1	ortholog_one2one
		
LINC00940		
IL27	IL27	ortholog_one2one
RASA4DP		
ERVK3-1		ortholog_one2many
ERVK3-1		ortholog_one2many
DCP1B	DCP1B	ortholog_one2one
		
COMMD10	COMMD10	ortholog_one2one
		
		
CXCR4	CXCR4	ortholog_one2one
MIR4283-1		
		
TNRC18P3		
		
PDE4DIPP10		
CEACAMP8		
MIR877	mml-mir-877	ortholog_one2one
		
PPP1R10	PPP1R10	ortholog_one2one
		
SGF29	SGF29	ortholog_one2one
SLC29A4P1		
		
TBR1	TBR1	ortholog_one2one
COA8		
		
PHKG1P4		
RPL32P30		
SEPTIN7P15		
FKRP	FKRP	ortholog_one2one
EIF4E3	EIF4E3	ortholog_one2one
		
		
FANCI	FANCI	ortholog_one2one
SCMH1	SCMH1	ortholog_one2one
		
		
MTATP6P8		
MTCO3P10		
		
MTND4LP32		
MTND4P4		
KIAA1191	KIAA1191	ortholog_one2one
		
MTND5P6		
CACNA1C-IT1		
MTND6P29		
MTCYBP29		
		
GUSBP10		
MTND1P4		
		
PHC1	PHC1	ortholog_one2one
MTND2P6		
		
MTCO1P10		
		
MTCO2P10		
		
		
MTATP6P10		
MTCO3P4		
CDC37P1		
FIGN	FIGN	ortholog_one2one
		
		
MIR6862-2		
		
MTND4P5		
		
		
MTND5P7		
		
		
MTCYBP5		
		
		
GUSBP12		
		
TTL		
TUFM	TUFM	ortholog_one2one
		
RNU7-157P		
		
PRKD1	PRKD1	ortholog_one2one
		
		
MRPS18B	MRPS18B	ortholog_one2one
		
		
		
ZNF90P1		
		
		
KCTD18	KCTD18	ortholog_one2one
TMPRSS7	TMPRSS7	ortholog_one2one
MIR3147		
VN1R28P		
SAPCD2P2		
UPK3BL2		ortholog_one2many
CFAP69	CFAP69	ortholog_one2one
MIR4721		
		
		
ATAT1		
RABEP2	RABEP2	ortholog_one2one
		
BTBD10	BTBD10	ortholog_one2one
		
CNRIP1	CNRIP1	ortholog_one2one
		
		
PTMAP8		
COX6CP6		
ST13P14		
DMAC2L	DMAC2L	ortholog_one2one
MTND5P16		
		
MTND4LP3		
KLF2P2		
		
MTND2P19		
EDDM3CP		
		
LINC00882		
		
FOXD4L1	FOXD4L1	ortholog_one2one
SNRPA1P1		
LINC01938		
RPSAP27		
		
MTCO2P5		
		
RPS28P5		
VN1R88P		
MTCO1P7		
LINC01832		
PSG2		ortholog_one2many
LINC01795		
TNFAIP8		
		
SPP2	SPP2	ortholog_one2one
EPC1	EPC1	ortholog_one2one
BRSK1	BRSK1	ortholog_one2one
DIO2	DIO2	ortholog_one2one
SLC6A7	SLC6A7	ortholog_one2one
IFFO2	IFFO2	ortholog_one2one
QSER1	QSER1	ortholog_one2one
CD19	CD19	ortholog_one2one
RTN1	RTN1	ortholog_one2one
RRAGC	RRAGC	ortholog_one2one
M6PR	M6PR	ortholog_one2one
		
Y_RNA		
		
		
ALDH7A1P2		
RPL30P2		
CD3D	CD3D	ortholog_one2one
GTPBP10	GTPBP10	ortholog_one2one
BMS1P19		
		
		
IGFBP5	IGFBP5	ortholog_one2one
		
		
SPCS2P4		
ATP6V0E1P1		
NPM1P27		
LRTM1	LRTM1	ortholog_one2one
POGLUT2P1		
GRIK3	GRIK3	ortholog_one2one
DDX18P4		
SUMO2P6		
		
GPR15	GPR15	ortholog_one2one
		
DHFR		ortholog_one2many
DHFR		ortholog_one2many
		
		
		
		
LINC01205		
PLCB3	PLCB3	ortholog_one2one
LINC01878		
DENND6A-DT		
		
		
ITIH4-AS1		
		
TMEM158	TMEM158	ortholog_one2one
KLRG1	KLRG1	ortholog_one2one
RPL23P5		
MTND2P14		
		
		
DPRXP1		
		
KIF20B	KIF20B	ortholog_one2one
PPIAP66		
		
		
		
CD200	CD200	ortholog_one2one
NOXA1	NOXA1	ortholog_one2one
LINC02596		
KYNU	KYNU	ortholog_one2one
PLA2G2D	PLA2G2D	ortholog_one2one
		
HNRNPA1P34		
VDAC2P2		
		
LINC00612		
YRDC	YRDC	ortholog_one2one
MIR4517		
		
A2M-AS1		
KRT17P8		
		
BTG1P1		
SPNS1	SPNS1	ortholog_one2one
		
ZNF587P1		
PRAMEF33		ortholog_many2many
PRAMEF33		ortholog_many2many
PZP	PZP	ortholog_one2one
CDKN3	CDKN3	ortholog_one2one
		
LINC01215		
CLDN12	CLDN12	ortholog_one2one
FAF2	FAF2	ortholog_one2one
SAMMSON		
FBXO2	FBXO2	ortholog_one2one
EPS8L1		ortholog_one2many
EPS8L1		ortholog_one2many
		
		
SH3RF2	SH3RF2	ortholog_one2one
MTCO1P35		
GLIS3-AS1		
		
		
		
		
RNU6-694P	U6	ortholog_one2one
TAFA4	TAFA4	ortholog_one2one
		
HNRNPFP1		
		
PTMAP1		
UBAP2	UBAP2	ortholog_one2one
SLC25A34	SLC25A34	ortholog_one2one
		
C6orf136	ATAT1	ortholog_one2one
CDK14	CDK14	ortholog_one2one
TMEM39A	TMEM39A	ortholog_one2one
CD24P1		
GUCA2B	GUCA2B	ortholog_one2one
		
		
TIMM23B		
		
		
RCC2	RCC2	ortholog_one2one
		
SH3PXD2B	SH3PXD2B	ortholog_one2one
R3HCC1L	R3HCC1L	ortholog_one2one
EED	EED	ortholog_one2one
TPT1P12		
MIR1244-3		ortholog_many2many
MIR1244-3		ortholog_many2many
PTMAP4		
KRT8P35		
LINC00987		
		
		
RN7SKP216		
		
		
DHX16	DHX16	ortholog_one2one
OSTF1P1		
		
Y_RNA	Y_RNA	ortholog_one2one
VINAC1P		
TBX5	TBX5	ortholog_one2one
		
SLMAP	SLMAP	ortholog_one2one
RPL27AP4		
		
		
PRSS3		
HSPA5P1		
EXTL2P1		
PSTK	PSTK	ortholog_one2one
		
		
		
		
		
		
MIR4435-2HG		
SMAD5-AS1		
PSMB2	PSMB2	ortholog_one2one
MRPL57P6		
KCTD16	KCTD16	ortholog_one2one
CXCL14	CXCL14	ortholog_one2one
CABCOCO1	CABCOCO1	ortholog_one2one
TRAPPC2B		
		
ZNF578		
CPLX2		
SLC25A25	SLC25A25	ortholog_one2one
		
		
KIR3DX1		
NUTM2D		ortholog_many2many
NUTM2D		ortholog_many2many
RNU6-879P	U6	ortholog_one2one
CASP9	CASP9	ortholog_one2one
R3HDM2-DT		
INHBC		
INHBE	INHBE	ortholog_one2one
PTPRE	PTPRE	ortholog_one2one
		
ABCF1	ABCF1	ortholog_one2one
TVP23CP1		
		
GLI1	GLI1	ortholog_one2one
PTP4A1P3		
FZD1		
NIPA2P1		
RPL23AP44		
		
		
		
PTTG1IP2		
		
	RBM27	ortholog_one2many
		
FLJ40288		
		
NPIPB10P		
CLASRP	CLASRP	ortholog_one2one
		ortholog_one2one
		
		
		
		
		
		
RRN3P2		
		
HAND1	HAND1	ortholog_one2one
CAV1	CAV1	ortholog_one2one
MIR6755		
		
SETP17		
		ortholog_one2many
RN7SL225P	Metazoa_SRP	ortholog_one2one
CCDC81	CCDC81	ortholog_one2one
		
ARHGAP5	ARHGAP5	ortholog_one2one
		
TRBV10-1	TRBV10-1	ortholog_one2one
		
TRBV11-1	TRBV11-1	ortholog_one2one
ZNF879		
		
		
TRBV12-1		
TRBV10-2		
TRBV11-2		
		
TRBV12-2		
		
		
TRBV6-5		
		
TRBV7-4		
SEPTIN11	SEPTIN11	ortholog_one2one
TRBV5-4		
		
TRBV6-6		
MRPL44	MRPL44	ortholog_one2one
ZBED3-AS1		
TRBV7-5		
		
TRBV5-5		ortholog_one2many
NPIPB11		ortholog_one2many
DNAJB5	DNAJB5	ortholog_one2one
TRBV6-7		ortholog_one2one
ARHGAP9	ARHGAP9	ortholog_one2one
MTCO1P45		
TRBV7-6		ortholog_one2many
		
TRBV5-6		ortholog_one2many
TRBV5-6		ortholog_one2many
SMG1P6		
		
DDI2		
TRBV6-8		
		
TRBV7-7		ortholog_one2many
		
TRBV5-7		ortholog_one2many
HNRNPKP2		
		
TRBV7-9	TRBV7-9	ortholog_one2one
ERICH2	ERICH2	ortholog_one2one
SLX1B		
TRBV13		
TRBV10-3	TRBV10-3	ortholog_one2one
TRBV11-3		
TRBV12-3		ortholog_one2many
		
TRBV12-4		ortholog_one2many
		
TRBV12-5	TRBV12-5	ortholog_one2one
MTND1P27		
		
		
		
YWHAQP5		
		
MET	MET	ortholog_one2one
PTP4A1P6		
UQCRH		
		
		
ADAM23	ADAM23	ortholog_one2one
		
AP3M1	AP3M1	ortholog_one2one
ALG9		ortholog_one2many
NDRG2	NDRG2	ortholog_one2one
MIR3659HG		
POLG	POLG	ortholog_one2one
		
RPS29P6		
		
SLX1B-SULT1A4		
SELENOWP1		
MAN1B1	MAN1B1	ortholog_one2one
HERC4	HERC4	ortholog_one2one
AGO1	AGO1	ortholog_one2one
		
LINC02525		
		
		
		
FAM135A	FAM135A	ortholog_one2one
SNX29P2		
PRDM5	PRDM5	ortholog_one2one
		
		
		
CKS1BP5		
		
MIR3680-2		
FBLL1	FBLL1	ortholog_one2one
CA5AP1		
		
		
BTG4P1		
		
		
SPN	SPN	ortholog_one2one
		
		
		
		
		
		
C5AR1	C5AR1	ortholog_one2one
		
		
SMG1P2		
		
PTTG1	PTTG1	ortholog_one2one
SLC1A5	SLC1A5	ortholog_one2one
SLC7A5P1		
TAOK2	TAOK2	ortholog_one2one
PRPS1P1		
SPOPL	SPOPL	ortholog_one2one
		
HESX1	HESX1	ortholog_one2one
		
OR1J1	OR1J1	ortholog_one2one
OR1J2		
OR1J4	OR1J4	ortholog_one2one
		
OR1N1		
PRAMEF7		
OR1N2		
LINC01854		
		
		
RPL17P15		
OR1H1P		
OR1Q1	OR1Q1	ortholog_one2one
		
UBE2Q2P9		
		ortholog_one2many
OR1B1	OR1B1	ortholog_one2one
		
OR1L1		
CBX8	CBX8	ortholog_one2one
PRICKLE2-AS1		
TLK1P1		
GPR199P		
		
		
		
ALG9-IT1		
		
GNG5P3		
MANEALP1		
ERCC6L2	ERCC6L2	ortholog_one2one
NFE2L3	NFE2L3	ortholog_one2one
FDXACB1		
		
THRAP3	THRAP3	ortholog_one2one
RPS20P12		
		
SFXN4P1		
MANF	MANF	ortholog_one2one
GALNT5	GALNT5	ortholog_one2one
C11orf1	C14H11orf1	ortholog_one2one
PCDH18	PCDH18	ortholog_one2one
DCXR	DCXR	ortholog_one2one
CBX3		ortholog_one2one
GAPDHP50		
		
		
IL3	IL3	ortholog_one2one
TIMMDC1	TIMMDC1	ortholog_one2one
PPP1R12C		ortholog_one2one
RPL37AP8		
		
		
LGALS12	LGALS12	ortholog_one2one
KRT18P46		
UBE2V1P14		
		
CYP2C56P		
RPL31P14		
PKP4-AS1		
TAF11L12		
		
		
HIRIP3	HIRIP3	ortholog_one2one
GPAT2P2		
MARS1	MARS1	ortholog_one2one
FAM153B		ortholog_one2many
		
		
		ortholog_one2many
SEPTIN10P1		
KRT18P39		
WDR17	WDR17	ortholog_one2one
PAFAH1B1P2		
		
		
		
LINC01786		
		
		
		
RIMKLA	RIMKLA	ortholog_one2one
CYP4F62P		
		
IP6K1	IP6K1	ortholog_one2one
CSMD3	CSMD3	ortholog_one2one
LINC01790		
		
ACRP1		
		
		
		
TMEM163	TMEM163	ortholog_one2one
		
		
LINC01398		
LINC01448		
TCP1P1		
		
		
PADI6	PADI6	ortholog_one2one
INO80E	INO80E	ortholog_one2one
		
PLAAT4	PLAAT4	ortholog_one2one
DZIP3	DZIP3	ortholog_one2one
		
		
		
		
		
		
PLAAT2	PLAAT3	ortholog_one2one
SPAG16-DT		
		
VASP	VASP	ortholog_one2one
		
MIR34AHG		
ATL3	ATL3	ortholog_one2one
PSMA2	PSMA2	ortholog_one2one
LY75-CD302		
PADI4	PADI4	ortholog_one2one
CEP57L1	CEP57L1	ortholog_one2one
GLIS3	GLIS3	ortholog_one2one
IMMP1LP1		
		
RTN3	RTN3	ortholog_one2one
LINC02811		
		
C1orf122	C1H1orf122	ortholog_one2one
ODAD1		
HSPE1P24		
LINC01654		
MIR549A		
		
		
		
		
		
		
EPHA10	EPHA10	ortholog_one2one
ETF1	ETF1	ortholog_one2one
MESD	MESD	ortholog_one2one
MRPL32	MRPL32	ortholog_one2one
		
LINC00698		
		
Y_RNA	Y_RNA	ortholog_one2one
CRYZP1		
MIR4514		
		
		
CFAP44-AS1		
CFAP161	CFAP161	ortholog_one2one
RPL23AP95		
		
		
S100A11P1		
TUSC7		
		
G3BP2	G3BP2	ortholog_one2one
		
DNAJC2	DNAJC2	ortholog_one2one
ZFTA	ZFTA	ortholog_one2one
LINC01837		
		
		
MTCO1P39		
ZNF169	ZNF169	ortholog_one2one
DPPA2		ortholog_one2many
DPPA2	DPPA2	ortholog_one2many
		
		
ANP32BP3		
LINC01979		
		
DOC2A	DOC2A	ortholog_one2one
RN7SL596P		
IGF2BP1	IGF2BP1	ortholog_one2one
SPINDOC	SPINDOC	ortholog_one2one
SLC28A1	SLC28A1	ortholog_one2one
		
LINC01891		
TPT1P2		
SPCS1	SPCS1	ortholog_one2one
MTND2P20		
		
PRAMEF31P		
VDAC1P11		
		
		
ATP5MGP1		
FHL3	FHL3	ortholog_one2one
		
		
		
PTMAP12		
SRP14P2		
		
YRDCP1		
		
		
		
		
LINC02017		
SAAL1	SAAL1	ortholog_one2one
PCED1CP		
RNU6-669P		
STAB1	STAB1	ortholog_one2one
FBP2		ortholog_one2one
		
RPL15P5		
ARL10	ARL10	ortholog_one2one
SGO2	SGO2	ortholog_one2one
RASGRP4	RASGRP4	ortholog_one2one
MCM10	MCM10	ortholog_one2one
CXXC5-AS1		
FBP1		ortholog_one2many
FBP1	FBP1	ortholog_one2many
MED7	MED7	ortholog_one2one
MPO	MPO	ortholog_one2one
		
		
ZNF354C	ZNF354C	ortholog_one2one
RHBDL2	RHBDL2	ortholog_one2one
RMND5B	RMND5B	ortholog_one2one
MIR6758		
		
MIR616		
		
TMEM35B	TMEM35B	ortholog_one2one
MBD6	MBD6	ortholog_one2one
ITGAV	ITGAV	ortholog_one2one
		
		
MEGF9	MEGF9	ortholog_one2one
		
RPS29P16		
VMP1	VMP1	ortholog_one2one
SLC26A5	SLC26A5	ortholog_one2one
INPP5B	INPP5B	ortholog_one2one
AHCYP2		
FBXW2	FBXW2	ortholog_one2one
GLE1	GLE1	ortholog_one2one
HIGD1AP5		
LY6K	LY6K	ortholog_one2one
SAA3P		
		
		
MRGPRX12P		
MRGPRX4	MRGPRX4	ortholog_one2one
GLTPP1		
MRGPRX13P		
SLC25A51P4		
PIP4K2C	PIP4K2C	ortholog_one2one
		
SAA4		ortholog_one2many
		
		
		
AK3P2		
		
RPL7P20		
PPP4C	PPP4C	ortholog_one2one
THEM6	THEM6	ortholog_one2one
		
SAA2-SAA4		ortholog_one2many
		
HMGB1P22		
		
		
		
BAALC	BAALC	ortholog_one2one
RNF213-AS1		
ARHGAP26	ARHGAP26	ortholog_one2one
SAA2		ortholog_many2many
SAA2		ortholog_many2many
		
SLC16A6P1		
MXI1	MXI1	ortholog_one2one
FAM183A	FAM183A	ortholog_one2one
		
CCDC40		
		
RNU6-339P	U6	ortholog_one2one
HMGB1P36		
RNU6-796P	U6	ortholog_one2one
		
		
SLC35B3	SLC35B3	ortholog_one2one
PSCA	PSCA	ortholog_one2one
		
	FOXP1	ortholog_one2many
		
UBE3A	UBE3A	ortholog_one2one
		
HEG1	HEG1	ortholog_one2one
SNTB1	SNTB1	ortholog_one2one
ZMYM4	ZMYM4	ortholog_one2one
DTX3	DTX3	ortholog_one2one
RNA5SP333		
ST13P5		
RNA5SP334		
OR7E5P		
OR5F1	OR5F1	ortholog_one2one
ATP6V1H	ATP6V1H	ortholog_one2one
OR5F2P		
OR5AQ1P		
OR5J1P		
PLA1A	PLA1A	ortholog_one2one
OR5BE1P		
OR8I4P		
OR5BN2P		
OR8H3	OR8H3	ortholog_one2many
OR5BN1P		
ROS1	ROS1	ortholog_one2one
ARHGEF25	ARHGEF25	ortholog_one2many
OR8K4P		
OR8K5		
OR5J7P		
OR5J2		
OR8V1P		
OR4V1P		
OR4P1P		
		
		
		
OR5D2P		
OR5D3P	OR5D3P	ortholog_one2one
		
VN2R9P		
		
		
		
OR9L1P		
OR9I3P		
OR9I2P		
OR5BL1P		
		
LEF1	LEF1	ortholog_one2one
OR10Q1	OR10Q1	ortholog_one2one
RPS29P21		
		
OR9G3P		
MIR6128		
		
OR9G2P		
FTSJ3	FTSJ3	ortholog_one2one
OR5G1P		
OR5G4P		
OR5G5P		
NFYBP1		
GPR27	GPR27	ortholog_one2one
OR5G3		
YPEL3	YPEL3	ortholog_one2one
		
		
OR8J2		
TEX55	TEX55	ortholog_one2one
OR8I1P		
FAM8A2P		
OR8K2P		
RPL5P29		
OR5BB1P		
OR4D8P		
OR4D11	OR4D11	ortholog_one2one
OR4D7P		
OR5B1P		
ALDH1L1-AS1		
OR5B15P		
		
OR7E29P		
OR2AH1P		
CCDC54	CCDC54	ortholog_one2one
TMEM230P2		
CWC22	CWC22	ortholog_one2one
OR8U1	OR8U1	ortholog_one2one
LINC00901		
		
OR8L1P		
CD200R1	CD200R1	ortholog_one2one
OR5AL2P		
OR5AL1		
	ARHGEF25	ortholog_one2many
OR8U3		
OR5M4P		
	OR5M9	ortholog_one2many
OR5M9	OR5M9	ortholog_one2many
OR5M2P		
B4GALNT1	B4GALNT1	ortholog_one2one
		
TOMM6		
OR5M7P		
		
OR5M6P		
OR5M5P		
LMNTD2	LMNTD2	ortholog_one2one
RPL31P7		
ZNF311	ZNF311	ortholog_one2one
MBTD1	MBTD1	ortholog_one2one
GDPD3	GDPD3	ortholog_one2one
		
MT1P1		
HIGD1AP3		
		
		
		
		
		
SCGB3A2	SCGB3A2	ortholog_one2one
UBAP1	UBAP1	ortholog_one2one
PTPRK	PTPRK	ortholog_one2one
		
ALG1L6P		
HSPE1P9		
LINC01923		
LMNTD2-AS1		
		
		
		
UTP11	UTP11	ortholog_one2one
CDCP1	CDCP1	ortholog_one2one
		
		
		
LINC02229		
RASSF7	RASSF7	ortholog_one2one
		
TEX51	TEX51	ortholog_one2one
CTB-178M22.2		
MAPK3	MAPK3	ortholog_one2one
		
		
USP32		ortholog_one2many
		
PLAC8L1	PLAC8L1	ortholog_one2one
CFAP97P1		
ZNF860		
PPIAP70		
		
		
DELE1	DELE1	ortholog_one2one
LLPHP3		
QTRT2	QTRT2	ortholog_one2one
		
		
		
USP48	USP48	ortholog_one2one
		
		
RPSAP34		
AGO2	AGO2	ortholog_one2one
LINC01124		
ZACNP1		
		
EXOC7P1		
PDLIM3	PDLIM3	ortholog_one2one
MIR210		
PHRF1	PHRF1	ortholog_one2one
RPL35AP2		
		
HECW2	HECW2	ortholog_one2one
RNA5SP282		
		
RNU2-50P		
SERPINH1P1		
NUDT2	NUDT2	ortholog_one2one
RPL13AP23		
OS9	OS9	ortholog_one2one
MYORG	MYORG	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
KIF24	KIF24	ortholog_one2one
HECTD2	HECTD2	ortholog_one2one
ZNF483	ZNF483	ortholog_one2one
CD80	CD80	ortholog_one2one
GABRA1	GABRA1	ortholog_one2one
NR1D2	NR1D2	ortholog_one2one
PTGR1		ortholog_one2many
PTGR1		ortholog_one2many
		
		
CBX4	CBX4	ortholog_one2one
		
NACA4P		
		
		
RFPL4AP5		
		
		
NCAPGP1		
RPL23AP56		
		
		
		
		
NSMCE2	NSMCE2	ortholog_one2one
ADK	ADK	ortholog_one2one
		
BMPR1B	BMPR1B	ortholog_one2one
		
		
SLC47A1P2		
		
		
		
GH2		
PGAM1P3		
		
UBL5P3		
		
AKR1B1P7		
		
GPR4	GPR4	ortholog_one2one
CLDND1	CLDND1	ortholog_one2one
CD37	CD37	ortholog_one2one
CORO1A-AS1		
		
		
BOLA2B	BOLA2B	ortholog_one2many
		
		
PENK	PENK	ortholog_one2one
SLX1A-SULT1A3		
HK1	HK1	ortholog_one2one
		
CEP112	CEP112	ortholog_one2one
IRF7	IRF7	ortholog_one2one
		
		
LRRC37A5P		
MAPRE1P1		
		
LINC02844		
		
		
DNAJC25	DNAJC25	ortholog_one2one
C8orf33	C8H8orf33	ortholog_one2one
		
DNAJC25-GNG10		
GNG10		
		
		
		
		
CD2BP2	CD2BP2	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
Y_RNA		
		
		
SLC4A4	SLC4A4	ortholog_one2one
RN7SKP86		
		
ELN-AS1		
RNU6-1013P	U6	ortholog_one2one
UGCG	UGCG	ortholog_one2one
LIMK1	LIMK1	ortholog_one2one
SPRED2	SPRED2	ortholog_one2one
ACTN4P2		
C1orf216	C1H1orf216	ortholog_one2one
SHMT1P1		
TBC1D10B	TBC1D10B	ortholog_one2one
		
ACTL8	ACTL8	ortholog_one2one
PHBP12		
ALPK3	ZNF592	ortholog_one2one
RLF	RLF	ortholog_one2one
MIR4668		
HNRNPMP2		
GEMIN7-AS1		
SHOC1	SHOC1	ortholog_one2one
HSPA9P1		
CDHR5	CDHR5	ortholog_one2one
SLC7A10	SLC7A10	ortholog_one2one
		
RFTN2	RFTN2	ortholog_one2one
		
		
AGAP2-AS1		
TSPAN31	TSPAN31	ortholog_one2one
CTNNBIP1		
		
		
Y_RNA	Y_RNA	ortholog_one2one
		
		
		
LINC01977		
		
CORO1A	CORO1A	ortholog_one2one
		
AVEN	AVEN	ortholog_one2one
		
DARS1	DARS1	ortholog_one2one
CSH1	GHV	ortholog_many2many
CSH1	CSH2	ortholog_many2many
CSH1		ortholog_many2many
MIR590	mml-mir-590	ortholog_one2one
		
CHRM5	CHRM5	ortholog_one2one
PMPCB	PMPCB	ortholog_one2one
		
		
		
		
RPL19P14		
		
		
EMP3	EMP3	ortholog_one2one
		
		
ZFAT	ZFAT	ortholog_one2one
FAM227B	FAM227B	ortholog_one2one
CDK4	CDK4	ortholog_one2one
		
		
FOXK2	FOXK2	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
GPRACR		
CLSPN	CLSPN	ortholog_one2one
		
NCS1		
		
BORCS8		
EEF1E1P1		
RRN3P4		
RN7SL665P	Metazoa_SRP	ortholog_one2one
MYO3B-AS1		
ASS1		ortholog_one2many
ASS1		ortholog_one2many
ASS1		ortholog_one2many
PSMC2	PSMC2	ortholog_one2one
		
KCNIP1-OT1		
		
		
RPL12P22		
		
IFIT6P		
MIR3142HG		
IFIT1B		
		
DTWD1	DTWD1	ortholog_one2one
		
IFIT1	IFIT1	ortholog_one2one
DNAH17-AS1		
UNC5A	UNC5A	ortholog_one2one
SCT	SCT	ortholog_one2one
LRRC45	LRRC45	ortholog_one2one
SLC16A12	SLC16A12	ortholog_one2one
DRD4	DRD4	ortholog_one2one
GEMIN7	GEMIN7	ortholog_one2many
GEMIN7		ortholog_one2many
MIR6759		
MARCHF9	MARCHF9	ortholog_one2one
SLC16A12-AS1		
		
LINC02547		
		ortholog_one2one
		
RPL15P14		
SUCLG2-AS1		
		
ANAPC16	ANAPC16	ortholog_one2one
PARVA	PARVA	ortholog_one2one
CYP27B1	CYP27B1	ortholog_one2one
ZSCAN22	ZSCAN22	ortholog_one2one
SAE1	SAE1	ortholog_one2one
		
SERBP1P3		
RPS26P21		
RFT1		ortholog_one2many
		
		
Y_RNA	Y_RNA	ortholog_one2one
DDIT4	DDIT4	ortholog_one2one
CROT	CROT	ortholog_one2one
INHBB	INHBB	ortholog_one2one
RNU6-805P	U6	ortholog_one2one
		
ELL2		ortholog_one2one
SNX19P4		
		
RNA5SP305		
		
		
RN7SKP241		
PRPF38AP2		
AOPEP	AOPEP	ortholog_one2one
